나이,연봉,재산,예금,자동차배기량,자녀수,신청금액,신청기간월,학력점수,결혼점수,회사규모점수,대출분류점수,승인여부
44,142719467,244822105,50132406,2000,2,114697206,84,8,5,3,5,1
31,26219045,195437924,171635677,1600,0,52407662,48,10,7,5,7,1
32,130522352,44853975,99527642,0,0,49275437,12,6,4,10,5,1
62,149685737,312778219,118986047,1600,2,107505686,120,6,7,3,7,1
62,135302474,247607596,168120124,2000,0,185179994,12,8,4,5,7,1
26,125356756,137587013,5916568,2000,0,128159461,84,8,7,7,5,1
22,68659779,236842630,72588518,0,2,11706153,120,6,7,10,5,1
38,50070843,387649009,163138675,3500,2,114292766,84,6,7,4,5,1
43,115530567,400828881,162790956,0,0,123645971,48,2,7,10,5,1
55,59594797,324763064,169737585,0,1,118403231,60,6,5,3,5,1
62,42885158,233873916,33843180,1600,2,139759853,12,6,7,3,6,0
50,122248365,287874819,141177323,1000,3,62235198,84,6,4,5,7,1
25,60630674,192507685,29300668,3500,2,33034235,24,6,5,5,5,1
26,138877424,63278171,157019601,0,1,151259482,120,8,5,4,6,1
32,129282243,192810298,49025200,1000,2,43288852,24,6,7,2,5,1
42,130193242,265166378,147563545,1000,1,27260997,48,6,4,5,5,1
56,120304064,299417007,91000323,1600,0,75078551,12,3,5,2,7,0
33,134514585,467900488,197252692,0,0,167387052,12,10,7,5,6,1
47,124747095,388666722,115978766,0,2,21011120,84,10,5,5,5,1
40,98326477,75996280,126515872,0,4,43134464,84,8,7,10,8,1
28,58456953,87091103,73632702,1600,4,97675578,120,8,7,5,5,1
28,135467195,50247379,146904031,2000,2,61091159,60,6,5,5,5,1
47,129278470,369090863,98977128,2000,1,145723896,12,10,4,3,5,1
61,81474311,353061139,3613327,1600,0,136605973,48,8,7,2,6,0
26,25080229,493181450,121716319,1000,0,169290690,12,8,5,2,6,0
42,103010684,261011708,166091918,2500,1,44749419,84,6,5,7,5,1
35,26577590,413207464,47360354,1600,2,131539157,12,6,5,5,5,0
25,140416395,288219929,44212751,0,0,156073227,24,8,4,7,4,1
44,145012063,437043356,121777236,2000,2,17220088,48,6,5,7,6,1
63,44633718,360510519,163595855,2000,1,12180473,36,6,5,7,5,1
41,107930619,321442007,49924067,1000,3,114055375,48,6,7,5,7,1
36,31994970,282561335,186452530,0,0,119631679,48,6,5,9,5,1
50,114837200,361485262,185477471,0,1,81597708,84,8,5,5,5,1
29,65147396,209826921,40107334,2500,1,12034296,36,3,7,9,5,1
62,108536514,48288290,52756882,0,0,83374754,120,8,5,2,5,0
40,68473946,19993064,140119762,1600,1,130207265,84,3,4,5,5,0
60,38923776,239511865,190346621,0,0,141866681,36,10,4,3,6,0
49,72794297,299645791,141976537,0,1,101094337,24,6,7,10,7,1
48,34647558,39424515,88980009,0,1,107379870,60,8,7,5,7,0
25,94994825,143451774,33800269,0,3,136171483,48,6,7,5,5,1
36,25323699,161016102,92201969,0,2,92613964,48,3,7,7,5,0
56,88551558,281397767,121353558,2000,0,56385414,48,6,5,5,5,1
58,135227924,139241228,66190383,1600,3,48479128,48,10,5,5,7,1
22,128923525,47824299,102051564,2000,3,151786817,24,6,4,3,5,0
24,134761620,82428370,26042825,0,2,100071984,48,6,5,9,5,1
45,139866344,86973900,90437620,2500,0,126696769,36,6,7,4,5,1
48,33588625,421347472,18155163,3500,0,96865629,36,6,7,4,7,0
61,36737136,142159843,9817749,0,2,164673296,12,10,5,10,5,0
57,92410884,357345866,171447983,3500,1,101885232,24,6,7,5,7,1
55,136216446,283919373,41016316,0,0,197670651,12,8,4,7,6,0
50,146665429,488519376,115031065,2000,1,52307899,48,6,5,7,8,1
45,26014049,136411334,29796551,0,0,32012704,120,6,4,10,8,1
45,66250630,79186510,52505514,1600,3,77851321,24,6,5,4,6,0
63,47676253,26018918,72267883,1600,3,184138039,120,6,7,5,6,0
25,118275560,120479831,28735287,1000,1,171200956,24,6,7,7,7,0
24,103225202,342035443,9192459,2000,0,53233828,60,3,7,7,7,1
55,35585444,42629112,175431960,1600,1,121941025,60,8,5,3,7,0
44,82857868,122350922,2366567,1600,0,119843249,120,6,7,3,6,0
44,109107267,427654184,12264196,3500,0,62212394,12,6,4,5,7,1
26,121270701,291476474,161014432,3000,2,50899427,12,3,7,10,7,1
52,22606852,34760770,56401667,3500,0,81059649,36,3,7,10,7,0
62,135761044,23841572,144564060,2500,1,158780666,120,6,4,7,7,1
27,94006579,30561437,29245149,0,0,42384433,36,6,7,3,5,0
58,125548184,470937525,47456349,1000,0,91916070,84,10,7,4,5,1
31,125031943,424935714,114555303,0,0,98931216,120,10,4,3,5,1
61,44680845,422470021,197727167,3500,1,188129321,84,8,4,5,8,1
28,34322375,462108381,14688894,0,0,64186879,120,6,7,3,5,1
60,113767344,252627695,80110919,1000,3,8831081,84,6,7,5,5,1
59,40335499,123672335,8616194,0,1,140277592,36,2,4,10,5,0
42,130491873,200674002,39845288,0,1,152379342,24,8,5,10,5,1
41,114404632,359432036,181494205,0,4,142091316,48,6,5,3,5,1
24,129437297,438016435,19292020,2000,2,141644101,12,6,7,4,7,0
43,58871648,217545463,171371184,0,1,99229345,36,6,5,7,5,1
25,61157747,267690477,35560647,1600,0,8638856,120,6,7,3,5,1
49,107258802,465891496,172356969,2500,2,147334005,24,10,7,10,5,1
33,24087974,53749318,107604392,2000,2,187621436,60,6,5,4,4,0
59,114444577,431149608,175641334,0,0,35690339,48,3,4,2,6,1
57,128651799,79653741,30340728,3000,0,18243280,60,6,5,7,8,1
62,73971266,241930675,152407310,2000,1,56715031,84,6,7,10,7,1
26,119434247,109211564,136139719,0,0,170709801,120,6,5,5,5,1
34,42699419,301473815,108586677,2000,2,25698699,60,8,7,4,5,1
44,61893851,279286710,162117468,2000,0,144457838,120,6,5,10,4,1
51,146659645,190003682,129655204,1600,1,17274749,48,8,5,5,7,1
58,148222662,431651757,175409384,0,0,11393857,24,6,4,10,5,1
46,86638656,329906660,76212429,1600,1,178803865,120,6,4,7,8,1
48,141455072,360602562,117984635,2000,0,155259245,60,6,5,3,5,1
35,87954988,75329869,174120168,0,1,121724084,24,6,5,3,5,1
57,57906456,441582838,42962812,2000,3,38539074,60,6,7,3,6,1
60,54696907,83520081,97148271,1000,2,59375481,36,6,7,10,5,1
37,140835741,111392482,192148364,1600,0,14477875,120,6,4,3,5,1
43,42418030,64027569,94720360,1000,1,130845756,84,6,5,5,5,0
42,95352219,220179603,50565889,1000,1,138786735,48,6,5,5,7,1
42,92218258,443854615,70215247,2500,4,68727708,12,8,7,5,7,1
29,116150819,126223759,177016823,2000,2,70991181,48,6,7,9,6,1
37,84901577,186876710,190976607,1000,0,127650641,60,8,7,4,5,1
52,55397135,423033210,190021528,1600,0,189404628,60,10,4,5,7,1
63,42021544,308907639,139788478,2000,2,81968338,84,6,7,3,6,1
31,100706444,375808196,101920377,2500,0,101250125,120,3,5,3,5,1
53,113468798,107000024,36537786,2000,4,141163814,36,3,7,10,6,1
55,94037766,358244931,24644202,1600,4,71752586,36,3,7,5,5,1
30,115985666,113805289,11953321,3500,2,174427372,48,3,7,10,5,1
38,38397756,493656991,3542981,2000,0,170005402,12,8,4,5,4,1
32,134721125,279943078,175623344,0,1,136485181,84,6,7,3,4,1
53,95711416,347819629,161817263,1600,1,109700101,48,8,5,9,5,1
31,36489710,59200792,113564276,1600,2,196786580,12,3,7,7,8,0
43,80050276,125327990,199744650,2000,0,141964201,24,6,5,10,5,1
38,129822925,69870329,190610414,0,1,130429187,60,6,5,5,5,1
25,136683085,195085357,131021794,1600,0,175979498,24,6,7,5,5,1
46,54404435,142067932,92914913,1000,0,113223181,48,6,7,4,7,0
42,112464557,366461129,30434143,0,4,52370093,12,6,7,5,6,1
58,32998082,54354489,103118761,1000,3,31865595,12,8,7,5,5,0
59,24360963,376029684,31548734,2000,2,96851268,24,3,5,7,5,0
22,92851863,22852412,79690260,1000,3,105552560,36,8,5,3,5,0
46,110327585,101008918,188529621,1600,0,166400376,36,6,5,7,4,1
57,123452275,395982495,68395797,1600,2,32197529,84,6,7,10,6,1
38,64228110,371388320,30557454,1600,1,137839893,24,8,7,5,8,0
62,20848303,238163056,116479320,1600,1,64304752,36,10,4,5,5,0
45,82337500,24991357,120472834,0,0,188110897,12,8,7,3,7,0
23,22060960,304946870,38760848,0,3,96732163,48,3,7,10,7,0
61,31957986,203362051,39317317,2500,1,126367652,36,2,5,2,4,0
36,62469572,158264075,197909958,1600,2,131771097,84,8,5,7,5,1
53,76832366,320205318,48656214,2000,2,22745989,12,6,7,5,5,1
60,56331027,218307281,167638406,1600,0,171178037,84,2,7,5,5,1
27,95642484,46210550,94064765,0,0,37026101,120,8,7,9,5,1
22,27195472,457975235,86997847,2000,2,82496729,48,8,7,3,5,0
44,38795362,389246549,58992483,0,1,136149918,12,8,4,10,7,1
60,110383592,28189095,154765159,3000,2,15767880,120,6,7,5,6,1
38,38478310,262531935,176132175,0,0,118182650,120,8,5,5,7,1
55,103170776,41688781,52225492,1600,3,84933645,120,6,4,3,5,1
62,27109000,418644929,19019333,0,2,17451258,60,2,7,5,5,0
50,72959696,306506980,27383910,2500,1,146646268,120,6,4,5,6,1
30,43063231,86224566,158560706,3500,1,102760011,48,8,5,3,7,0
34,34252716,10370671,87165382,0,1,64170833,60,6,7,5,5,0
27,93714261,15790506,26382931,0,0,21443920,120,8,5,2,7,0
27,140683650,253682736,68057641,0,2,111757470,36,6,5,9,6,1
41,27122316,367186739,102847096,2000,0,64662721,84,6,7,3,5,1
24,74802052,60420225,170410336,1000,3,189603425,36,8,5,9,7,0
38,111979606,110642032,128348650,1600,3,120345655,12,3,5,5,8,0
33,80149418,163629972,35206560,0,2,60587696,24,6,7,5,6,1
22,124844472,109038391,31740542,2000,0,108080519,12,6,4,7,5,0
38,43353891,195668281,82466843,1600,0,110201600,120,6,5,9,5,1
24,144747246,279807502,15038569,2000,2,146718512,84,6,5,5,8,1
47,70071141,342468374,151115439,2000,3,180929453,84,6,7,5,5,1
36,64404052,481887591,80290764,0,1,192705756,84,6,7,9,5,1
57,133698753,465421834,68604754,1600,1,144988700,60,8,4,3,5,1
53,93302714,285063487,101821666,2000,1,111453081,84,10,5,5,6,1
53,87137764,367075028,141791360,1600,2,48861756,48,8,7,10,5,1
25,114507129,475436102,113869388,0,2,83590736,24,3,5,7,8,1
39,95378450,41735972,160480556,2000,0,100313853,12,8,5,5,8,0
40,41127033,2817379,125872512,3500,2,30032374,60,6,5,5,4,0
64,107645690,14899881,157594053,3500,0,54998742,60,8,5,10,6,1
56,37350954,281674681,139356454,2000,2,196968258,36,6,7,5,5,0
61,124761501,381416712,38624568,1600,2,152554560,12,3,5,10,5,0
35,148665757,183537475,10470890,1000,2,98991307,12,8,4,7,7,1
54,69060391,272619587,180679360,0,2,49076350,84,6,7,3,5,1
35,77818266,258183159,189131233,1600,0,116822294,120,10,5,5,4,1
55,26036375,47385445,145386459,0,2,50215658,84,8,4,5,5,0
25,21785314,160794132,144841164,0,3,42656209,60,6,4,7,5,0
45,139784513,9717577,54029416,2500,2,23282494,12,8,7,9,5,1
50,36721127,55352844,108488341,3500,0,72441342,84,6,5,9,5,0
40,77951237,405929111,198447932,3000,0,110636021,120,6,5,5,6,1
27,125996101,414706748,171228719,0,0,36068885,36,6,5,9,5,1
54,135611438,400973160,60878870,3000,0,44084918,24,6,7,5,4,1
61,87521699,363409320,60209173,0,0,81272149,60,3,5,10,6,1
40,93454228,396656423,96715458,1600,0,100458669,36,6,7,10,8,1
22,107058916,335491170,80919733,2000,3,153645219,36,6,5,10,6,1
26,144979721,334916669,74230609,1600,2,115492492,48,3,7,4,5,1
48,98347094,333680898,125394381,3500,1,125451708,24,8,7,5,7,1
37,92731783,257021394,2298493,1000,0,140761038,36,3,5,4,8,0
27,21889437,181673616,152667927,1600,4,92941672,48,6,7,5,6,0
61,30523461,365097633,148010599,0,1,71911000,48,6,7,5,5,1
34,95032311,149323006,166065136,2500,4,161082044,12,6,7,7,4,1
56,141711250,271451065,168290134,1600,2,166522481,84,2,7,10,8,1
40,132669875,216677810,113279938,2000,0,35026507,36,6,7,3,5,1
33,147735259,138311138,156014787,2000,3,190907057,60,8,4,3,7,1
37,88618424,487344960,98479025,2000,1,186334933,12,6,7,5,4,1
64,122431021,129375822,190305967,1600,1,174821173,24,8,5,7,7,1
31,129252043,154646531,38139705,0,2,87418391,84,2,5,7,8,1
46,104244115,80793750,183123418,2000,2,169224790,60,6,5,2,5,1
41,64037487,411490312,51706072,3500,2,127471419,60,6,5,7,7,1
52,81097196,293294700,20544674,2500,2,45051974,48,6,7,10,5,1
25,131529219,306519628,87820889,0,2,156102188,36,2,7,5,6,1
65,58811230,410280705,122983448,0,2,84188524,48,6,4,7,5,1
44,140086607,171459829,46197974,1600,3,61972091,48,8,5,2,5,1
23,49874824,96816712,111159248,2000,2,176266982,36,3,7,5,8,0
43,117437133,99202681,161578671,1000,0,173144068,36,10,7,2,5,1
58,101972700,366309910,51416993,2000,2,173552782,120,6,4,3,5,1
29,117447927,307057577,116064449,3000,0,172607094,36,10,5,3,4,1
28,76855184,103169439,67862519,1600,0,113074673,48,10,5,3,8,1
35,141243338,72532697,105953693,0,0,125299464,84,6,5,4,5,1
24,102221386,60343652,133383803,3000,0,190028784,120,8,7,10,7,1
37,57478454,313899323,70084514,1600,0,30221520,36,8,7,5,7,1
40,102999159,59322,198896576,1600,0,162220970,36,6,7,7,5,1
39,57286047,9159671,112755039,1000,1,107622209,60,6,5,5,7,0
37,58172210,194776567,164892311,1600,0,195789467,48,6,5,5,7,0
29,71947806,345674932,145027044,2000,0,129648630,36,6,7,10,6,1
54,130815954,347519688,170561062,1600,2,36696116,48,2,4,10,6,1
33,85038723,215059136,34760190,1000,3,164020740,24,6,7,10,5,0
32,108257109,345536803,44510741,2000,0,136170955,12,8,7,9,4,1
26,70955806,260548089,97482235,0,3,34040918,60,3,7,3,5,1
48,54268707,488465708,170465735,0,1,6753471,120,6,5,3,6,1
33,144103220,81230106,39521316,2000,0,111011222,60,3,7,7,6,1
38,98465562,300333633,194213166,2500,2,52090376,120,6,5,7,5,1
27,141413674,245619387,25520461,0,3,174112090,48,3,5,10,7,1
54,46443690,97233172,35015589,0,2,53931338,36,6,5,5,8,0
26,39096241,374995216,33446756,2000,0,134256950,120,6,5,5,6,1
49,131256977,137754009,117201190,2000,0,72300370,48,8,7,3,5,1
35,108519237,190854909,183508216,1600,0,73312019,84,6,7,4,8,1
26,44255204,187415284,51022277,0,0,40453893,12,10,7,10,6,1
54,55016761,122102236,110607370,0,0,103030736,60,8,7,2,5,0
62,124086312,215352665,35154502,2000,1,117957981,60,3,7,3,7,1
40,79002920,236672940,126227379,1600,1,118297667,12,6,5,3,7,0
43,107170265,372110836,24649267,2500,1,172038980,48,3,7,7,8,1
26,61385762,382534287,98262153,1600,0,132207721,60,6,5,9,8,1
23,69559893,79277984,131036362,2000,0,149346377,36,6,7,5,5,0
51,148792632,296386149,115825583,3000,1,68072398,48,10,7,7,5,1
60,52190221,448098899,28000096,0,4,87033698,36,6,7,4,8,0
25,85839329,54393304,32274674,1600,2,8567058,120,8,7,7,4,1
54,129772304,236457022,134278200,0,1,20426321,84,6,5,9,4,1
34,51099017,375176561,161781859,1000,0,80098328,84,6,7,9,6,1
41,73977788,305745667,181614880,0,0,45898078,84,8,7,5,6,1
28,99961867,50292828,162722303,0,1,163527082,24,6,7,7,4,0
36,82554459,198303062,194784775,3000,1,136914865,12,10,7,5,6,1
44,79735294,253619749,81650360,2000,0,194209568,84,6,5,10,5,1
35,67126265,497922800,66233150,2500,0,177971622,60,10,5,7,8,1
44,96264022,89303954,5636810,1600,1,195643899,12,8,7,5,7,0
40,101168450,491211883,89979171,1600,0,76228650,12,6,5,10,8,1
50,104927640,188074892,130274310,0,4,99453381,36,10,5,3,8,1
41,29147854,100160243,163081728,1600,0,77662020,120,6,4,7,4,1
50,102034442,207054541,53491076,1600,4,193039616,60,6,5,9,5,1
45,143920833,306997562,102718255,0,2,83528195,24,6,7,10,6,1
39,90328210,106748696,132401912,2000,1,27768570,12,6,7,5,8,1
31,112984720,145719541,110320573,0,1,53849429,36,6,5,3,7,1
62,92375200,427273250,54804143,1600,1,87839931,84,10,4,7,6,1
29,131116280,499504730,159256487,1600,1,122583828,36,3,5,3,5,1
47,140845802,159086345,34672202,3500,0,125526863,84,10,5,3,7,1
50,43948586,74428401,180995966,0,0,152962805,120,10,5,4,7,0
31,76791804,396585409,190519349,1600,1,131334027,60,8,7,5,5,1
38,71009673,300227843,73114652,1600,0,100849131,48,10,4,3,5,1
23,72677966,50200571,75236358,0,0,10883452,48,8,7,4,8,1
27,36318143,473385740,148655651,2000,3,140530534,120,6,7,5,8,1
26,125770044,39024764,91257719,0,3,21664328,24,6,5,3,7,1
49,24649611,312678200,5722028,0,2,96418217,120,6,4,7,6,1
62,88669459,211968627,183975345,0,1,179797262,84,3,7,7,5,1
26,106044190,278311959,86150068,2500,0,121391384,36,6,5,5,7,1
39,46971026,106607097,40699020,0,0,43798127,48,6,7,10,7,1
47,137760524,344055199,111132814,1600,3,162551850,120,3,4,5,5,1
41,129011396,479859844,43781232,0,2,63579779,12,2,7,5,5,1
62,81240884,229212937,41204399,0,1,117567813,24,6,5,5,5,0
48,73449361,261479138,109146265,0,2,128990531,84,6,4,7,4,1
33,50753830,119905835,78208458,1600,3,147568691,12,6,5,9,7,0
28,114899119,445933991,114598655,0,2,17671601,48,6,7,7,5,1
24,37126693,485587202,199365087,0,3,171582090,36,6,5,9,4,1
31,108430907,393148442,171803630,2500,0,27200813,48,3,4,5,4,1
55,129519408,271386751,1534159,1600,1,23434116,24,2,5,3,8,1
46,49701304,478398412,10111141,0,1,94092488,84,6,7,10,7,1
56,132635562,76925027,122015888,1600,2,77575412,24,8,5,5,5,1
37,24332015,239245429,125251216,0,4,15649666,12,3,7,2,4,0
23,138662360,268802853,175638168,1600,2,37370101,12,10,4,4,4,1
45,35387089,245958209,125811434,1000,0,90646621,24,6,4,3,8,0
31,103948693,401209143,45542907,0,0,166669074,120,8,5,7,4,1
59,52510720,335201445,93703245,0,2,28654353,120,8,7,3,5,1
43,128751810,63329232,161797080,1000,0,25383422,12,6,5,5,5,1
47,86599046,173225653,184564992,2500,0,161941733,120,3,7,5,5,1
64,37581354,169538424,47383023,0,2,101001525,60,6,7,7,5,0
60,94228904,282816096,107920947,0,1,75248603,84,6,7,5,5,1
48,73024739,145729208,31785510,1600,2,94963960,24,6,5,5,4,0
50,105988216,58635884,99399939,1600,0,85115104,84,6,7,4,5,1
59,134647427,326841332,18022824,0,0,157469363,12,8,7,9,7,1
41,73220587,425518469,188345613,0,0,6818835,120,6,5,5,7,1
48,57684488,465804047,127611291,0,2,89465922,84,6,5,2,5,1
62,21886962,486289208,170843348,0,2,35976660,48,2,5,3,5,0
41,94729074,390558423,199659034,1000,0,65115740,36,10,5,5,6,1
65,72295719,69851214,36533198,0,0,26873383,120,2,7,7,6,0
40,68704398,426555912,138828682,2000,0,88262679,60,6,4,10,5,1
41,43781591,199980036,177397258,3500,2,130442551,60,3,5,7,6,1
56,75907194,364955656,115187633,2000,0,134010680,36,10,7,9,8,1
23,147977453,265634002,127939275,1000,0,160365026,36,3,7,7,7,1
51,58708039,414303066,81534217,2000,0,163927223,84,6,7,10,5,1
55,97961573,212752866,134952166,1600,2,121558023,84,6,5,10,6,1
43,120943294,30896905,79115582,2500,0,73864249,48,8,5,7,6,1
24,117390517,278411855,95323927,2000,0,15006519,84,3,5,7,5,1
27,62740657,85645277,20582348,2000,0,11994647,36,8,7,10,5,1
36,99411810,482758816,1561680,0,1,27086305,60,3,7,2,5,1
48,133264409,263481532,11030224,1600,1,196847129,48,3,4,7,4,1
31,22008165,276779396,38504328,1000,1,158265599,36,6,7,10,5,1
30,76645466,453632856,91320763,0,1,83950089,48,6,7,9,5,1
54,49155544,312292622,4198814,1000,3,95909228,48,2,7,5,5,0
53,70522197,151364688,31187327,1600,2,148789362,84,2,5,10,5,0
27,74078649,148047308,156288920,1600,0,105308125,84,6,5,10,7,1
62,117067225,250789324,152433311,3000,0,75281167,12,10,7,10,8,1
57,32196843,433304114,157946058,0,2,73164328,36,8,5,5,7,0
23,86635907,397364670,184308188,0,1,45880124,84,6,4,10,5,1
50,93345322,481370293,23814200,2500,4,177694261,12,8,5,5,7,1
25,84240488,35943061,32627975,3000,3,85759996,84,10,5,4,7,0
22,115143522,134163034,66710722,1600,1,151710772,60,6,7,10,5,1
40,69892863,40103853,183028239,0,0,116883608,120,6,5,5,5,1
47,142845718,375539596,155095548,1600,0,152048262,48,6,4,2,5,1
46,82634447,70416844,64824254,0,2,67577439,60,6,7,3,7,1
31,94257808,49943158,17527163,2500,2,151641706,48,6,7,3,7,0
36,127319007,280836103,123276005,2000,1,159043817,36,6,4,5,5,1
43,55780693,205742356,51363833,0,2,25334616,120,8,5,5,5,1
42,29776263,357550669,106230513,2500,1,22835437,24,6,7,5,5,1
43,112011917,243507695,188360671,2000,1,197171665,36,6,4,3,5,1
57,82791541,212667297,114523449,3500,0,28001030,48,8,7,5,5,1
55,136545552,212750224,184766887,3500,1,138543969,24,6,5,3,6,1
51,147748406,435938190,78607757,0,0,150823580,24,8,5,2,8,1
46,71884215,197612825,126670267,0,2,17384609,36,2,7,4,5,0
49,74007072,166698563,178777994,1600,0,150569631,60,2,7,4,5,1
22,73035138,169267538,117597462,3500,2,86805414,36,8,5,5,6,1
25,62192034,98300398,122979735,3500,3,58561430,48,6,7,7,8,1
28,121619322,430344425,143261596,1600,1,134739475,120,3,5,5,6,1
30,118669449,73315407,176421551,0,0,167459275,60,8,7,5,5,1
57,82223833,454305368,17636012,0,0,116694927,48,2,4,10,7,1
40,25805958,141733860,67371876,2000,0,174772381,84,3,7,5,7,0
22,60242709,449713411,79536945,1600,4,9359412,84,3,7,9,5,1
31,57999396,395410328,181941933,1600,2,149027933,120,8,5,2,5,1
57,125441342,290993760,191201584,1600,1,38033482,60,3,5,9,4,1
30,31384824,334735001,24076092,2000,0,60784421,12,3,5,7,7,0
63,124737799,162922045,23821535,2500,2,116589215,60,10,7,7,5,1
53,106993874,287114307,186972358,1000,1,58516795,12,3,5,5,6,1
53,115217389,146201450,59154380,0,0,37790001,48,3,7,7,7,1
27,76187714,201136406,48362883,2000,0,177672152,36,6,7,4,6,0
59,108364353,382331277,7124573,3000,0,181811072,48,8,7,10,4,1
38,99173762,121966281,55119186,1000,0,12092426,36,6,7,5,4,1
31,119967425,419423007,138705285,0,2,102523623,84,6,7,7,5,1
48,78080078,187941426,85207232,0,0,44717372,12,6,5,5,5,1
56,81467331,266084980,103374070,0,0,173364714,36,6,5,3,4,0
42,103664908,470980243,183459119,0,1,95191645,48,3,7,9,5,1
46,34050074,340627815,22937956,1600,1,98299259,48,3,5,2,5,0
49,76711778,322802056,14248143,0,0,127357169,48,6,5,5,5,1
36,146353609,355803863,170386149,2000,1,15846694,120,8,7,9,8,1
25,24881801,459055669,154971159,0,0,29823124,60,8,7,5,5,1
50,61080613,124256854,52746837,0,2,102185106,48,8,5,4,4,0
30,60834276,306620602,64846825,1600,3,193507848,60,8,5,9,7,1
48,102350335,200196927,62055567,1600,4,169503086,24,3,7,10,7,0
47,33754046,5927646,129561759,0,2,178425425,12,10,5,9,6,0
40,101710724,62650448,12242301,2500,2,31745230,24,10,5,5,5,1
49,32355231,162495947,97880317,0,2,191931663,24,6,7,5,6,0
38,32343974,282499985,26774593,1000,3,147348543,60,6,5,5,8,0
64,114663836,440737388,163947708,1600,2,68508582,60,6,5,3,5,1
62,62137572,395557059,76132600,2500,1,173571096,120,6,7,4,7,1
63,147064983,276666836,105514438,1600,2,150725421,12,6,7,3,6,1
41,24855881,36935208,5863521,1000,0,148619404,12,6,7,7,4,0
61,77863866,142953145,11652862,1600,2,148250994,84,8,7,7,5,1
60,34707671,183354323,135010966,1000,2,161166458,12,8,7,3,5,0
44,65679265,310858592,153354109,2000,2,189963186,120,3,7,7,6,1
53,149768918,32461811,142007116,0,2,31689985,48,6,4,7,5,1
54,135549526,265096777,147403727,2500,1,199906873,48,8,7,7,5,1
26,26282173,450732288,20923970,0,3,175106225,120,10,5,10,6,1
64,93223259,352716347,138690168,3500,4,91117304,12,6,7,5,5,1
55,104216899,398538403,36349516,1000,4,35700385,60,8,4,7,5,1
61,47239501,340837824,19603086,2500,1,93488735,24,3,4,9,5,0
32,38863724,103294556,151432166,1000,1,156829290,12,6,5,4,7,0
24,137569547,55241910,177881223,0,1,122478426,84,2,4,3,7,0
54,145946137,414745336,143341981,0,0,59512428,12,8,7,5,5,1
32,148946071,347752218,161114690,2500,0,84324969,24,10,5,4,5,1
37,122669030,287530779,198217631,1000,0,191088275,36,6,4,5,5,1
39,106255269,94641432,26951182,1000,4,161745066,12,8,4,7,7,0
51,64944932,301672482,193030510,0,2,29193528,12,3,7,10,7,1
31,42281780,15660892,120239561,3500,3,111351432,48,3,4,4,4,0
39,30267477,59419567,162650631,0,1,186542050,24,3,7,10,5,0
59,110128670,155945074,130033836,0,0,11690213,84,6,7,10,7,1
40,122014043,221869138,114007557,3000,0,13296737,12,6,4,5,5,1
57,127438974,60282247,140723798,3000,0,144762882,84,8,4,3,8,1
34,138789450,59970091,64051732,0,3,117231397,12,10,5,3,8,0
24,134390843,362946830,184854304,2500,1,13969895,36,6,7,9,7,1
31,149966365,284859703,23058514,0,1,199223214,24,6,7,7,5,1
59,51728321,266870990,63606236,0,1,118118582,12,10,7,2,4,0
22,119229989,226217247,6232470,2500,3,100926299,36,6,7,3,5,1
48,96239736,488271553,54264609,2000,0,92300922,12,8,4,7,5,1
29,53961867,24900141,43642615,0,4,141633367,60,10,7,3,5,0
63,147647691,90313588,9926172,0,2,94379620,36,2,7,5,7,1
38,136726753,323753878,98354812,0,3,133519971,84,6,4,10,5,1
30,36707036,68182826,93727208,2000,1,100225171,120,8,5,10,5,1
27,23400584,294690469,15549088,3500,0,124089963,60,6,7,5,5,0
64,109482999,283880612,52370106,0,1,162011295,120,6,7,5,6,1
46,98536981,485502591,190664432,2500,0,164347776,12,6,7,9,5,1
60,141656031,441693243,22147324,0,3,170564402,36,6,7,7,8,1
49,50420687,472776671,61003729,2000,2,44579094,24,6,7,5,4,1
54,30970433,56801184,7172479,0,0,16918380,120,8,5,7,6,0
58,53697993,434074218,29777440,1600,0,168047002,120,6,5,5,8,1
30,22460593,64545330,139879421,0,3,13248079,84,6,7,9,8,1
39,24666057,316466089,73343300,3000,2,46630695,48,8,7,5,8,1
42,138931514,360039080,90415314,0,2,107608765,12,10,5,5,7,1
23,65762155,80426749,31395679,1000,1,171809518,36,6,5,3,8,0
64,73405170,316329687,136428034,2500,3,179872349,60,10,5,10,6,1
59,22388315,26230246,150304319,1600,0,127469877,36,10,7,9,7,0
61,55167831,146633042,36222409,0,0,193517945,24,6,7,5,5,0
57,124614377,460579246,8998692,1600,1,147338872,36,8,7,4,4,1
64,100013824,85865581,16188226,2500,3,107906258,60,6,7,3,7,0
58,117991478,32634996,131409151,1600,1,31202263,12,2,7,4,5,1
36,78137786,221839099,27102120,0,0,88613175,84,8,5,4,5,1
49,60264798,425309104,98783766,1000,2,165356465,60,6,4,3,5,1
39,82765312,38336190,30528306,3500,2,60311204,84,6,7,10,5,1
55,61999238,177767682,34029609,0,1,117762873,84,6,5,5,7,0
43,129066242,449887417,872100,1600,2,196769728,60,6,7,2,5,1
32,58697583,59077774,64164851,2000,1,39012667,60,8,5,7,5,1
34,105769273,155334252,17959453,0,0,24784165,48,6,5,5,4,1
25,37807688,389210305,78792255,1000,2,160141352,84,6,5,7,5,0
43,109292644,271605493,119556861,3000,0,9859754,12,8,4,5,8,1
28,138728962,416166570,73506389,0,3,130434907,48,10,7,3,8,1
